Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa04080:Neuroactive ligand-receptor interaction	12	8.88888888888889	3.352916596750554E-4	GLP1R, CHRND, CHRNA3, CCKBR, C5AR1, ADORA1, S1PR1, GHRL, PDYN, DRD3, GRM1, GPHB5	74	362	8164	3.657159922353293	0.05382941200519997	0.0556584155060592	0.0556584155060592
GOTERM_BP_DIRECT	GO:0007204~positive regulation of cytosolic calcium ion concentration	7	5.185185185185185	6.461209760369981E-4	GLP1R, CCKBR, DLG4, C5AR1, GHRL, CCL1, ESR1	128	159	19308	6.640919811320754	0.5317679102514778	0.7585460258674358	0.7585460258674358
GOTERM_BP_DIRECT	GO:0001649~osteoblast differentiation	6	4.444444444444445	0.0014217480235273624	COL1A1, SEMA7A, VCAN, LOX, IGFBP3, SND1	128	125	19308	7.240500000000001	0.8118131352095269	0.8345660898105617	0.8345660898105617
GOTERM_BP_DIRECT	GO:0060079~excitatory postsynaptic potential	5	3.7037037037037033	0.0029491300801816637	CHRND, CHRNA3, LRRK2, ADORA1, GHRL	128	90	19308	8.380208333333332	0.9688017766316235	1.0	1.0
GOTERM_BP_DIRECT	GO:0043410~positive regulation of MAPK cascade	6	4.444444444444445	0.004146671250374625	ALK, IGFBP3, ADORA1, GHRL, GRM1, FGFR1	128	160	19308	5.6566406250000005	0.992390162293422	1.0	1.0
GOTERM_BP_DIRECT	GO:0050995~negative regulation of lipid catabolic process	3	2.2222222222222223	0.005472440263883907	ALK, HCAR1, ADORA1	128	17	19308	26.61948529411765	0.9984072425364962	1.0	1.0
GOTERM_BP_DIRECT	GO:0035725~sodium ion transmembrane transport	5	3.7037037037037033	0.005836714770005675	SCN8A, SLC17A6, SLC17A8, SLC24A5, CACNA1G	128	109	19308	6.919438073394495	0.9989639902921779	1.0	1.0
GOTERM_BP_DIRECT	GO:0006820~anion transport	3	2.2222222222222223	0.006130123231873789	SLC17A6, SLC17A8, SLC26A9	128	18	19308	25.140625	0.999267402240234	1.0	1.0
GOTERM_BP_DIRECT	GO:0007612~learning	4	2.9629629629629632	0.007924375744122249	SYNJ1, DLG4, COMT, DRD3	128	62	19308	9.731854838709678	0.999912184638853	1.0	1.0
GOTERM_BP_DIRECT	GO:0071560~cellular response to transforming growth factor beta stimulus	4	2.9629629629629632	0.010619710244626601	COL1A1, WNT5A, NFATC1, SOX5	128	69	19308	8.744565217391305	0.9999963986907984	1.0	1.0
GOTERM_BP_DIRECT	GO:0000187~activation of MAPK activity	4	2.9629629629629632	0.012370069259226122	ALK, C5AR1, GHRL, GRM1	128	73	19308	8.26541095890411	0.9999995495554771	1.0	1.0
GOTERM_BP_DIRECT	GO:0033674~positive regulation of kinase activity	4	2.9629629629629632	0.012370069259226122	EPHA5, ALK, LMO4, FGFR1	128	73	19308	8.26541095890411	0.9999995495554771	1.0	1.0
GOTERM_BP_DIRECT	GO:0006811~ion transport	5	3.7037037037037033	0.012498571255710663	CHRNA3, SLC17A6, SLC17A8, SLC26A9, SLC24A5	128	136	19308	5.545726102941177	0.9999996133677036	1.0	1.0
GOTERM_BP_DIRECT	GO:0001501~skeletal system development	5	3.7037037037037033	0.012498571255710663	COL1A1, COMP, VCAN, MMP16, FGFR1	128	136	19308	5.545726102941177	0.9999996133677036	1.0	1.0
GOTERM_BP_DIRECT	GO:0043406~positive regulation of MAP kinase activity	4	2.9629629629629632	0.01580912050116623	LRRK2, PDE5A, TPD52L1, FGFR1	128	80	19308	7.5421875	0.9999999924986299	1.0	1.0
GOTERM_BP_DIRECT	GO:0006915~apoptotic process	10	7.4074074074074066	0.01892173196825033	COMP, CADM1, PEG10, RASSF5, IGFBP3, C1D, C5AR1, ELMO1, UNC5D, CFLAR	128	607	19308	2.4850700164744643	0.9999999998179915	1.0	1.0
GOTERM_BP_DIRECT	GO:0035483~gastric emptying	2	1.4814814814814816	0.019604252674227548	GHRL, DRD3	128	3	19308	100.5625	0.9999999999195982	1.0	1.0
GOTERM_BP_DIRECT	GO:0007626~locomotory behavior	4	2.9629629629629632	0.01973342559771224	CHRNA3, CDH23, DRD3, GRM1	128	87	19308	6.935344827586207	0.9999999999311214	1.0	1.0
GOTERM_MF_DIRECT	GO:0000287~magnesium ion binding	6	4.444444444444445	0.020140651000184043	DYRK3, LRRK2, ME1, COMT, FARSA, NLK	127	233	18869	3.8259605961272007	0.9993273596824903	1.0	1.0
GOTERM_BP_DIRECT	GO:0051930~regulation of sensory perception of pain	3	2.2222222222222223	0.020991465819099314	ADORA1, COMT, GRM1	128	34	19308	13.309742647058824	0.9999999999847481	1.0	1.0
GOTERM_BP_DIRECT	GO:0051482~positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G-protein coupled signaling pathway	3	2.2222222222222223	0.020991465819099314	S1PR1, DRD3, GRM1	128	34	19308	13.309742647058824	0.9999999999847481	1.0	1.0
GOTERM_BP_DIRECT	GO:0042981~regulation of apoptotic process	6	4.444444444444445	0.021302004223825433	ALK, LOX, RASSF5, EP400, CFLAR, ESR1	128	240	19308	3.77109375	0.9999999999894907	1.0	1.0
GOTERM_BP_DIRECT	GO:0043588~skin development	3	2.2222222222222223	0.025861265989099515	RYR1, COL1A1, COMP	128	38	19308	11.908717105263158	0.9999999999999563	1.0	1.0
GOTERM_BP_DIRECT	GO:0007268~chemical synaptic transmission	6	4.444444444444445	0.02600423291504363	CHRND, CHRNA3, DLG4, PDYN, GRM1, CACNA1G	128	253	19308	3.577322134387352	0.9999999999999631	1.0	1.0
GOTERM_BP_DIRECT	GO:0060161~positive regulation of dopamine receptor signaling pathway	2	1.4814814814814816	0.026053890587510488	LRRK2, DRD3	128	4	19308	75.421875	0.9999999999999654	1.0	1.0
